PassengerId,Survived_pred,Survived_prob
892,0,0.14971489688848258
893,1,0.5
894,0,0.14187032566190202
895,0,0.14196070033015076
896,1,0.519053333408181
897,0,0.16760176258765266
898,1,0.8495349179872798
899,0,0.1886664450531304
900,1,0.7277342578247946
901,0,0.12522735942217986
902,0,0.14260786562919597
903,0,0.14996576508384368
904,1,0.8860977103630852
905,0,0.13556332185420025
906,1,0.9085927973950485
907,1,0.8844378635964041
908,0,0.13573418842299423
909,0,0.16837978884087063
910,0,0.45958356496331576
911,1,0.6477479695425924
912,0,0.2508442483887794
913,1,0.6157253601642586
914,1,0.9036064222601918
915,0,0.2895892907606887
916,1,0.5
917,0,0.11599091708506215
918,1,0.9042488826746827
919,0,0.16224013403225485
920,0,0.15020264051012527
921,0,0.15137214690196027
922,0,0.13367177958157844
923,0,0.17662985005078974
924,0,0.4277036750472781
925,0,0.43055368052562143
926,0,0.18196803371870532
927,0,0.18207246492758922
928,1,0.5770406729504365
929,1,0.5417046604055983
930,0,0.14118969130028877
931,0,0.16591680041675042
932,0,0.14167998436982826
933,0,0.1495741928642394
934,0,0.14988583929239072
935,1,0.873749678370503
936,1,0.9136786936034963
937,0,0.1410830446207352
938,0,0.16111194590171166
939,0,0.14840234047745135
940,1,0.8364221003783545
941,1,0.6258954309409618
942,0,0.1653711774001412
943,0,0.14045104619370521
944,1,0.7957940992965308
945,1,0.8506242092300214
946,0,0.13919919285481977
947,0,0.1284522831404443
948,0,0.14899152588225234
949,0,0.1410688388846724
950,0,0.11097495504756694
951,1,0.7491957659313383
952,0,0.15306167408709473
953,0,0.142123985277372
954,0,0.14969497659866232
955,1,0.8437533614318445
956,1,0.5274879113641794
957,1,0.8752458151129658
958,1,0.8346729385796309
959,0,0.14920085557802096
960,0,0.14764413682080907
961,0,0.2507275473625226
962,1,0.8471720722533905
963,0,0.14322074199091506
964,1,0.5817178137015891
965,0,0.14985220020934112
966,1,0.7971897697530623
967,0,0.24971321472455446
968,0,0.14262165632077958
969,1,0.8329094167601229
970,0,0.13984820820274457
971,1,0.8471720722533905
972,1,0.7560382120861837
973,0,0.4492911449354643
974,0,0.14884757965361786
975,0,0.14260786562919597
976,0,0.13527749811730955
977,0,0.13298655476356996
978,1,0.8501842731180658
979,1,0.5287285142781353
980,1,0.8503344005200951
981,1,0.8684259076991893
982,0,0.4488410973451643
983,0,0.14259735652282685
984,1,0.9262845507412193
985,0,0.14262165632077958
986,0,0.15701170855890964
987,0,0.1410762064877421
988,1,0.6966629891748257
989,0,0.14346067841512788
990,1,0.5358809023114808
991,0,0.14736426283349
992,1,0.8944502652863768
993,0,0.1327373196343591
994,0,0.14840234047745135
995,0,0.14136472573645312
996,1,0.8157781900432856
997,0,0.14574135426937107
998,0,0.15575927622111715
999,0,0.14840234047745135
1000,0,0.14268569424803432
1001,0,0.14750319198599085
1002,0,0.14497574517572803
1003,1,0.8503607963546994
1004,1,0.8659132634486466
1005,1,0.8354808904958198
1006,1,0.7391368400983621
1007,0,0.19170696076691357
1008,0,0.1496326360634235
1009,1,0.8010589662357731
1010,0,0.15467043784472312
1011,1,0.8626842630493493
1012,1,0.7982954320206046
1013,0,0.150885049058892
1014,1,0.8994274634928322
1015,0,0.1425546938679864
1016,0,0.14840234047745135
1017,1,0.7495647324223375
1018,0,0.1420902906829431
1019,1,0.8007895191515697
1020,0,0.15080817354312606
1021,0,0.14107899219373238
1022,0,0.14640585163673053
1023,0,0.17813726453539952
1024,0,0.18590214910877945
1025,0,0.1335825084493765
1026,0,0.14852077508694403
1027,0,0.14107041614100443
1028,0,0.15180857028596048
1029,0,0.13708593765460336
1030,1,0.5505146097969579
1031,0,0.20151989855648095
1032,0,0.14375098429998973
1033,1,0.8691824004017875
1034,0,0.2709109321356479
1035,0,0.1370153056228497
1036,0,0.15061932065668449
1037,0,0.16882717398236055
1038,0,0.145584097756578
1039,0,0.14209626426590394
1040,0,0.1495741928642394
1041,0,0.1485947009321515
1042,1,0.8957373173942264
1043,0,0.149649544974971
1044,0,0.12695748612744964
1045,1,0.6219889089263068
1046,0,0.11140033044860582
1047,0,0.1410584096938848
1048,1,0.8480927038258922
1049,1,0.5501555154787463
1050,0,0.15061932065668449
1051,1,0.6713711856643954
1052,1,0.8503192926304034
1053,1,0.7266613738353875
1054,1,0.8596937991919963
1055,0,0.14253610143720266
1056,0,0.15062965791469785
1057,1,0.5059392517110154
1058,0,0.1783200761526
1059,0,0.15624799005885515
1060,1,0.8610642487084066
1061,1,0.547065626318094
1062,0,0.14257847283931746
1063,0,0.15099680460843246
1064,0,0.11819069204025304
1065,0,0.14963709278293671
1066,0,0.13810366679873645
1067,1,0.9273193279686515
1068,1,0.8495226388356298
1069,0,0.2427794213227709
1070,1,0.7304584326107535
1071,1,0.7695470901928454
1072,0,0.13984820820274457
1073,0,0.18081117574283834
1074,1,0.887846227158423
1075,0,0.14840234047745135
1076,1,0.8451838942575783
1077,0,0.1501364560848755
1078,1,0.924009070881779
1079,0,0.15138357265844185
1080,0,0.14966513745997523
1081,0,0.15025336091512453
1082,0,0.12989116364316847
1083,0,0.14966146773045724
1084,0,0.46024623341300913
1085,0,0.14042822380814576
1086,1,0.8596439597254767
1087,0,0.14733533733355192
1088,1,0.7227858920998975
1089,1,0.5282954131892017
1090,0,0.13847278535153712
1091,1,0.5771702421890873
1092,1,0.8564408284504232
1093,1,0.8978069228858601
1094,0,0.3790209058076481
1095,1,0.9301592901323597
1096,0,0.13742268248419623
1097,0,0.15071700879166278
1098,1,0.8396020135216762
1099,0,0.1377491562172133
1100,1,0.8630796142873683
1101,0,0.1410814737475737
1102,0,0.15027758964399884
1103,0,0.14253973086630262
1104,0,0.15358912905327193
1105,1,0.7716203324906562
1106,0,0.2899330097597668
1107,0,0.14951045501915353
1108,1,0.8504509968602786
1109,0,0.2663706922694781
1110,1,0.7976220190849312
1111,0,0.14262165632077958
1112,1,0.8730072821710801
1113,0,0.1432231156800523
1114,1,0.8375562212820397
1115,0,0.14321942006625316
1116,1,0.8158603025269615
1117,1,0.7471599649699593
1118,0,0.1413897151620251
1119,1,0.8503344005200951
1120,0,0.15208008882705654
1121,0,0.14701318551449125
1122,0,0.16858224469076402
1123,1,0.8787543707734643
1124,0,0.125643864852735
1125,0,0.14839766848979802
1126,0,0.1921714405253266
1127,0,0.1448282154086549
1128,0,0.31565288774883044
1129,0,0.17329969157937905
1130,1,0.90120623067983
1131,1,0.8861882240706508
1132,1,0.8056345769264462
1133,1,0.8678033012913932
1134,0,0.22584754302730292
1135,0,0.14260713528284444
1136,0,0.1284821537439278
1137,0,0.14977286885399468
1138,1,0.8490896811652331
1139,0,0.10635425350565002
1140,1,0.8626842630493493
1141,1,0.6770911956328868
1142,1,0.9297865608181586
1143,0,0.14482861879428727
1144,0,0.1781980519348405
1145,0,0.14115102502980356
1146,0,0.14712033389381646
1147,0,0.14257847283931746
1148,0,0.14840234047745135
1149,0,0.14262165632077958
1150,1,0.8257711973048849
1151,0,0.14321916660983527
1152,0,0.11284515338203216
1153,0,0.1432201712816697
1154,1,0.8953784296542924
1155,1,0.8010580317223285
1156,0,0.13809170649326843
1157,0,0.14260786562919597
1158,0,0.1542128879161857
1159,0,0.14257847283931746
1160,1,0.5770406729504365
1161,0,0.15305555860538625
1162,0,0.1879345313925812
1163,0,0.14840234047745135
1164,1,0.8479269416493426
1165,1,0.8503516521736059
1166,0,0.14963703949674356
1167,1,0.8310106110722162
1168,0,0.13836656048696166
1169,0,0.1326893657508027
1170,0,0.131462880969782
1171,0,0.1396409381884923
1172,1,0.5516366221210734
1173,1,0.8173554576335266
1174,1,0.8503344005200951
1175,1,0.883130993745483
1176,1,0.7885850300337099
1177,0,0.1495091212690335
1178,0,0.1425546938679864
1179,0,0.15497663069732356
1180,0,0.14963709278293671
1181,0,0.14262165632077958
1182,0,0.14750466421674135
1183,1,0.848887654479208
1184,0,0.14963709278293671
1185,0,0.14872560741274407
1186,0,0.14992592811584626
1187,0,0.14137241562594907
1188,1,0.9453404700326233
1189,0,0.15137214690196027
1190,0,0.14600139406813
1191,0,0.14345360402616325
1192,0,0.14636850406845134
1193,0,0.13925132459010203
1194,0,0.12906003382673426
1195,0,0.14111009895463625
1196,1,0.8503344005200951
1197,1,0.8051193066464141
1198,0,0.34809445909140563
1199,1,0.814188758660814
1200,0,0.15806850738172087
1201,1,0.5202138522691417
1202,0,0.14969201193090045
1203,0,0.16413117164669566
1204,0,0.14258052663228568
1205,1,0.8316855075570174
1206,1,0.8603170876431085
1207,1,0.8319529245918214
1208,0,0.3743957003397209
1209,0,0.146310526639391
1210,0,0.14189390883513298
1211,0,0.18522606495083682
1212,0,0.14136472573645312
1213,0,0.15483917439132505
1214,0,0.13708593765460336
1215,0,0.14891024941171738
1216,1,0.8442646450404292
1217,0,0.14137146603314085
1218,1,0.8134161774465806
1219,0,0.1906601160994025
1220,0,0.13055175824818482
1221,0,0.14087740764226572
1222,1,0.8637282348489628
1223,0,0.1516052447109435
1224,0,0.14963703949674356
1225,1,0.7869940698299804
1226,0,0.14189706587915754
1227,0,0.14892084520068027
1228,0,0.14217178706987033
1229,0,0.18869459089100887
1230,0,0.13558085009303653
1231,0,0.14963709278293671
1232,0,0.1497657106373803
1233,0,0.14634275803636684
1234,0,0.4507559091048448
1235,1,0.7320658902370086
1236,0,0.11147984560199369
1237,1,0.5229728824959659
1238,0,0.13708593765460336
1239,1,0.6879079552720078
1240,0,0.13728838610515995
1241,1,0.8847014199221009
1242,1,0.8712995263652429
1243,0,0.13742268248419623
1244,0,0.14975993511673688
1245,0,0.18203464999194746
1246,1,0.7755210792686474
1247,0,0.14843673750196648
1248,1,0.8086673854031329
1249,0,0.14260640615804268
1250,0,0.14840234047745135
1251,0,0.4878390271690705
1252,0,0.16913175047446338
1253,1,0.9133639007087765
1254,1,0.8847014199221009
1255,0,0.14196070033015076
1256,1,0.8939586417052418
1257,0,0.44539813590505006
1258,0,0.13298652065521835
1259,1,0.5969362189720022
1260,1,0.8696469075759492
1261,0,0.13852378533794782
1262,0,0.15729453132311338
1263,1,0.8398611020004351
1264,0,0.15459523369786568
1265,0,0.15056731727566472
1266,1,0.887305691129164
1267,1,0.7229297012262881
1268,0,0.3492731292734775
1269,0,0.14112674615195836
1270,0,0.1493640778425166
1271,0,0.14547608672797122
1272,0,0.14840234047745135
1273,0,0.14899881739858872
1274,1,0.590264828726973
1275,0,0.44604163309936784
1276,0,0.1380505874905043
1277,1,0.8502589133697708
1278,0,0.14106713575718227
1279,0,0.13844027440150872
1280,0,0.15576547200637392
1281,0,0.22819547717574673
1282,0,0.14825533811956465
1283,1,0.8992921401441376
1284,1,0.6513413898137556
1285,0,0.14898531966351866
1286,0,0.08460085340868119
1287,1,0.8852451841207236
1288,0,0.15067140533914566
1289,1,0.8830127218049699
1290,0,0.142089851007934
1291,0,0.14870869319695773
1292,1,0.8585700301082037
1293,0,0.1327700845678292
1294,1,0.9046617988967787
1295,0,0.17464672256525313
1296,0,0.19479514641183313
1297,0,0.1629667857038245
1298,0,0.14885112663764036
1299,0,0.36125431802958774
1300,1,0.8503079787857775
1301,1,0.7761841498397913
1302,1,0.8503344005200951
1303,1,0.8722902066835857
1304,1,0.5764702921416367
1305,0,0.14262165632077958
1306,1,0.871904947510691
1307,0,0.15028511477110718
1308,0,0.14262165632077958
1309,0,0.14801842310352054
